rank,priority_score,provider,normalized_id,doi,openalex_id,arxiv_id,s2_paper_id,external_id_sample,citing_paper_count,high_value_categories,evidence_gap_reasons,top_citing_papers,top_citing_titles,provider_backfill_strategy,claim_scope,evidence_grade,uncertainty_reasons_json
570,1109.897,openalex,W1904914631,,W1904914631,,,W1904914631,58,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;top_keystone,branch_split_driver;limitation_evidence;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J98WVGDD9V1Q5N23519KH;01KS6GZPSQHJ9MYGBE64593FYV;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6HTH09TDC30KSJGHMJ7M6B;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS6H68XDJ93CXN09E3KV87A9,Topological Photonics;Exceptional Topology of Non-Hermitian Systems;Topological Photonics;Topological Origin of Non-Hermitian Skin Effects;Edge states and topological invariants of non-Hermitian systems;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;Three-dimensional topological photonic crystal with a single surface Dirac cone,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
571,1108.0,openalex,W1963729996,,W1963729996,,,W1963729996,37,branch_split_driver;cluster_representative;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;topic_gap:photonic crystal cavity:future_candidates_missing_claim_card;topic_gap:quantum light source:future_candidates_missing_claim_card;topic_gap_claim_card_inputs,01KS6G8NM22XMZXQP6ADT1BKTB;01KS6V8Z70TM7A1F122VP63QZR;01KS6J1FDXS5P99VEGV4GBDESA;01KS6HQHXVEX1CTCTVTV6RM92N;01KS6HG0HZ3X4X92X2RXTPTMJJ;01KS6J239D3EVNSSPA4ZBWWD1D;01KS6JC76RDTRRRYNVVYMQY9K9;01KS6HVAM40QE4A4BMYEVQ3C4A,Generation of Ultrastable Microwaves via Optical Frequency Division;Applications of integrated optical microcombs;Nanophotonic soliton-based microwave synthesizers;Harnessing optical micro-combs for microwave photonics;Photonic microwave signals with zeptosecond level absolute timing noise;High performance photonic microwave filters based on a 50GHz optical soliton crystal Kerr micro-comb;Photonic radio frequency and microwave integration based on a multi-wavelength 49GHz Kerr microcomb source;A Radio Frequency Channelizer based on Cascaded Integrated Micro-ring Resonator Optical Comb Sources and Filters,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
572,1107.5457,doi,10.1103/physrevlett.58.2486,10.1103/physrevlett.58.2486,,,,10.1103/PHYSREVLETT.58.2486,52,branch_split_driver;cluster_representative;main_path_node;top_keystone;topic,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6VBXHNSMBTTZ0XSJ9P9MXF;01KS6HA1JYRQBKBBDFJNSGYDNN;01KS6GTSV2GNW9GCC7W3WKC55P;01KS6HSX9WSGWAJFJQWX7K6FMX;01KS6HQHT68KRV28Z6DJFJTJN0;01KS6HDBPYHBF2S0X61DJEK8RE;01KS6GMS1GTFB0B4WK9BZSW9F5,Topological Photonics;New horizons in near-zero refractive index photonics and hyperbolic metamaterials;Three-dimensional photonic Dirac points stabilized by point group symmetry;Interfacing single photons and single quantum dots with photonic nanostructures;Topological light-trapping on a dislocation;Topological transitions in continuously-deformed photonic crystals;Atom-light interactions in quasi-1D nanostructures: a Green's function perspective;Topologically protected midgap states in complex photonic lattices,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
573,1106.1206,s2,8dc289fe9184dc2bd3fecf4e126bed32e4bab08c,,,,8dc289fe9184dc2bd3fecf4e126bed32e4bab08c,8dc289fe9184dc2bd3fecf4e126bed32e4bab08c,66,active_learning_uncertainty_hotspot;branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;main_path_node;resolution_evidence;topic_gap:photonic crystal cavity:key_turning_paper_missing_primary_section;topic_gap:photonic crystal cavity:key_turning_paper_stale_parser_contract;topic_gap:photonic crystal cavity:missing_bottleneck_section_evidence:mode volume;topic_gap_bottleneck_evidence;topic_gap_key_turning_section;topic_gap_queue,01KS5KM2ECB6AESTQYWAX0M8SF;01KS6FFJF6XNCHFY2X589F6QD5;01KS5KMK01G7K7X58YCFJKQZHN;01KS6GWHZ1D72585HPKZ9G2ZMM;01KS6V9N107ZQHT0KY9NNN36VR;01KS5KKXAAB4GNDYTF9FD8PRRY;01KRCY4XT60RFNE77ZDHZTKPAC;01KS6HDXMTR8KGNW0HE7FEY9FV,An open cavity formed with a photonic crystal of negative refraction;Efficient Terahertz Generation in Triply Resonant Nonlinear Photonic Crystal Microcavities;Efficient unidirectional nanoslit couplers for surface plasmons;Resonant state expansion applied to three-dimensional open optical systems;Spectral localizer for line-gapped non-hermitian systems;Calculation and optical measurement of laser trapping forces on non-spherical particles;Temporal metamaterials with passive switching as impedance-matched absorbers;Attosecond physics at the nanoscale,"Fetch Semantic Scholar paper metadata/references by paperId when available, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
574,1105.042,openalex,W2030164271,,W2030164271,,,W2030164271,54,branch_split_driver;cluster_representative;future edge source;future_endpoint;main_path_node;resolution_evidence;top_keystone,branch_split_driver;future edge source;future_endpoint;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS5KHZZ6N80QF9EKFVZZASTV;01KS6GM9QW47XPVSYYDV8W8XFQ;01KS6J22ZAAGM0XN79MCQZ8984,Topological Photonics;Topological Photonics;Topological Origin of Non-Hermitian Skin Effects;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;Active topological photonics;Photonic Floquet Topological Insulators;New topological invariants in non-Hermitian systems,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
575,1102.4018,doi,10.1103/physrevlett.95.226801,10.1103/physrevlett.95.226801,,,,10.1103/PhysRevLett.95.226801,48,branch_split_driver;cluster_representative;future edge source;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;future edge source;future_endpoint;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS5KHZZ6N80QF9EKFVZZASTV;01KS6GM9QW47XPVSYYDV8W8XFQ;01KS6J22ZAAGM0XN79MCQZ8984;01KS6HA804CP1NFKGBD0ESK76M,Topological Photonics;Topological Origin of Non-Hermitian Skin Effects;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;Active topological photonics;Photonic Floquet Topological Insulators;New topological invariants in non-Hermitian systems;Three-Dimensional All-Dielectric Photonic Topological Insulator,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
576,1101.7477,openalex,W1978691316,,W1978691316,,,W1978691316,46,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence;topic_gap:photonic crystal cavity:key_turning_paper_stale_parser_contract;topic_gap:photonic crystal cavity:missing_bottleneck_section_evidence:mode volume;topic_gap_bottleneck_evidence;topic_gap_key_turning_section;topic_gap_queue,01KS5KVWY6VAA6HXWFJV2SXZ48;01KS6F9G0Z82VKQZ1AVVX80F2C;01KS6H8QN7NFNAYWY6AQRG13EY;01KS6GTSV2GNW9GCC7W3WKC55P;01KS6HDBPYHBF2S0X61DJEK8RE;01KS6F5KKT3K8GGGZ36PSJ4T5B;01KS6JD42S6WE6ZB6MQ41JFK6X;01KS6H2N0D34P2GJA5PNBM062N,Hybrid photonic crystal cavity and waveguide for coupling to diamond NV-centers;Goos-Haenchen shift and localization of optical modes in deformed microcavities;Vacuum Rabi splitting in a plasmonic cavity at the single quantum emitter limit;Interfacing single photons and single quantum dots with photonic nanostructures;Atom-light interactions in quasi-1D nanostructures: a Green's function perspective;Linear and nonlinear optical spectroscopy of a strongly-coupled microdisk-quantum dot system;Theory of intrinsic propagation losses in topological edge states of planar photonic crystals;Realizing strong light-matter interactions between single nanoparticle plasmons and molecular excitons at ambient conditions,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
577,1101.2792,openalex,W2073360360,,W2073360360,,,W2073360360,51,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J98WVGDD9V1Q5N23519KH;01KS6GZPSQHJ9MYGBE64593FYV;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6HTH09TDC30KSJGHMJ7M6B;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS6J3H4D8K5KRQXJKN6FD2BK,Topological Photonics;Exceptional Topology of Non-Hermitian Systems;Topological Photonics;Topological Origin of Non-Hermitian Skin Effects;Edge states and topological invariants of non-Hermitian systems;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;Non-Hermitian skin effect and chiral damping in open quantum systems,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
578,1101.2562,doi,10.1038/nature03119,10.1038/nature03119,,,,10.1038/nature03119,42,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence;topic_gap:photonic crystal cavity:key_turning_paper_stale_parser_contract;topic_gap:photonic crystal cavity:missing_bottleneck_section_evidence:mode volume;topic_gap_bottleneck_evidence;topic_gap_key_turning_section;topic_gap_queue,01KS5KVWY6VAA6HXWFJV2SXZ48;01KS6H8QN7NFNAYWY6AQRG13EY;01KS6GTSV2GNW9GCC7W3WKC55P;01KS6HDBPYHBF2S0X61DJEK8RE;01KRCYF8RM8N1FRVZX3AGJZ37D;01KS6F5KKT3K8GGGZ36PSJ4T5B;01KS6JD42S6WE6ZB6MQ41JFK6X;01KS6FJMT6C2THWQF1DDG3E8A8,Hybrid photonic crystal cavity and waveguide for coupling to diamond NV-centers;Vacuum Rabi splitting in a plasmonic cavity at the single quantum emitter limit;Interfacing single photons and single quantum dots with photonic nanostructures;Atom-light interactions in quasi-1D nanostructures: a Green's function perspective;Simulating quantum emitters in arbitrary photonic environments using FDTD: beyond the semi-classical regime;Linear and nonlinear optical spectroscopy of a strongly-coupled microdisk-quantum dot system;Theory of intrinsic propagation losses in topological edge states of planar photonic crystals;Photonic quantum technologies,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
579,1100.0,openalex,W2061000251,,W2061000251,,,W2061000251,50,branch_split_driver;cluster_representative;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GYCHY5AHQGSF2W2SJN2NT;01KS6GNCJC2G9CCZCMTQK3FC0C;01KS6GM9QW47XPVSYYDV8W8XFQ;01KS6V720B6NMEDHXGSC7RC284;01KS6HMD9TG7NRM1EG0VXAKR61;01KS6HA2GTC0VF7C9N09HE2WG1;01KS6H3SJPXDF61J4VBN7XRCWK,Topological Photonics;Chiral nanophotonic waveguide interface based on spin-orbit coupling of light;Imaging topological edge states in silicon photonics;Photonic Floquet Topological Insulators;Non-Hermitian Photonic Lattices: tutorial;Photonic topological pumping through the edges of a dynamical four-dimensional quantum Hall system;Accidental degeneracy and topological phase transitions in two-dimensional core-shell dielectric photonic crystals;Scheme to Achieve Silicon Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
580,1099.7477,doi,10.1038/nature13915,10.1038/nature13915,,,,10.1038/nature13915,46,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J0R5KGSKZDVY40MG52JDV;01KS6V9GAC5HCJY3666N3CQM30;01KS6H4CTPVWFJ12Z6TBZDNZEJ;01KS6HMD9TG7NRM1EG0VXAKR61;01KS6HW05S0NFN5MZ276DNTNTK;01KS6H871Q4B2G1Z1AG6J6X8N8;01KS6H4G62QFJ1SGK9H7RGB3BH,Topological Photonics;Symmetry and Topology in Non-Hermitian Physics;Quantum time reflection and refraction of ultracold atoms;Measurement of topological invariants in a 2D photonic system;Photonic topological pumping through the edges of a dynamical four-dimensional quantum Hall system;Anomalous helical edge states in a non-Hermitian Chern insulator;Synthetic dimensions in integrated photonics: From optical isolation to 4D quantum Hall physics;Experimental Observation of Large Chern numbers in Photonic Crystals,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
